filename,Transcript
Santa_Ono_284.wav, investment in new facilities. Astronomers used that telescope to make numerous discoveries and establish the University of Michigan as a leading
Santa_Ono_285.wav," research university not just in that field, but in attracted serious scholars in many other disciplines. It drew other"
Santa_Ono_286.wav, outstanding researchers even as many of our students went on to become among astronomy's leading lights.
Santa_Ono_287.wav, President James Angel then framed the University of Michigan as an institution as a champion
Santa_Ono_288.wav," freedom committed to inclusiveness and dedicated to the service of democracy. President Marion Burton, I'm"
Santa_Ono_289.wav," after whom the Burton Tower just outside is named, then transformed our central campus with the first campus plan. And years later,"
Santa_Ono_290.wav," President Harold Shapiro, also a McGill graduate, developed a strategic vision which reaminated"
Santa_Ono_291.wav, our pursuit of excellence. His work of renewal and revitalization was continued in strength and when he hired none other
Santa_Ono_292.wav, than James Studor's staff. Provost at the time and Dean of Engineering and developed a vision focused on three elements.
Santa_Ono_293.wav, globalization and pluralism. Further shaping the campus we know today and moving to what we now know as North Campus.
Santa_Ono_294.wav," Friends, I say today it is time for a new vision, a new punctuation, a new opening of possibilities"
Santa_Ono_295.wav," for the University of Michigan. It is a time to dare great challenges and to dream bold dreams. And as we envision, imagine and aspire"
Santa_Ono_296.wav," We will also build. Concurrently with our strategic visioning process, we will develop a long-term campus plan to fulfill"
Santa_Ono_297.wav," that vision and to ensure that we establish the living, working, and learning environments needed for our staff, students, and faculty in the"
Santa_Ono_298.wav," days and decades to come. I encourage you, all of you, whether you're here or watching online, to participate."
Santa_Ono_299.wav," in creating this vision of ours together. Who we are, what we stand for, and where we are going as a great"
Santa_Ono_300.wav," public university. In conclusion, they'll go find it."
Santa_Ono_301.wav," I am convinced, if you couldn't notice, that the brightest days for the University of Michigan"
Santa_Ono_302.wav," and lie ahead. And I'm certain that by constantly discovering, learning, connecting, aspiring,"
Santa_Ono_303.wav, we can transform our world just as we have for 200 years. This is our time to renew the
Santa_Ono_304.wav," this rise, this commitment, this is our moment to dream, bold dreams. So let us begin today and continue that process. Let us set free"
Santa_Ono_305.wav, are full power and potential as one of the world's great universities. Let us come together like never before to address the world's most pressing challenges.
Santa_Ono_306.wav, challenges. Live our best traditions at the University and create a future beyond our dreams. Together we can.
Santa_Ono_307.wav, Thank you and go blue.
Santa_Ono_308.wav, Thank you.
Santa_Ono_309.wav, Thank you.
Santa_Ono_310.wav, Thank you.
Santa_Ono_311.wav, I forgot something.
Santa_Ono_312.wav," Ready? Guys, ready? By the way, I want to say something. In this wonderful inaugural cello ensemble. Let's hear it for then, by the way."
Santa_Ono_313.wav, There is one special person who revived my ability to play Giacello from near death.
Santa_Ono_314.wav," And that is a professor of cello at CCM at the University of Cincinnati and a member of the Cincinnati Symphony Orchestra. Ladies and gentlemen, please let me know."
Santa_Ono_315.wav," here for Alan Raffer, Alan please stand. Alan. And once again,"
Santa_Ono_316.wav," Again, thank you to the inaugural cello ensemble. You've been fantastic and also to the singer. And I hope I don't mess it up."
Santa_Ono_317.wav," Hello, colleagues and friends across the University of Michigan community. It's finally summer, a season of relaxation, vacation, and personal renewal."
Santa_Ono_318.wav," Yet research never rests. It is a constant process of discovery and inspiration, insight and imagination, innovation and"
Santa_Ono_319.wav," and invention. Even during these summer months, our research continues to have a profound impact in our community, our state, and our nation."
Santa_Ono_320.wav," To give just a couple of examples, UM is one of the largest employers in Michigan. In this past fiscal year, our research enterprise contributed a whole lot of work."
Santa_Ono_321.wav," 126 million to the state's economy directly through the purchase of goods and services. In fact, over the past five years."
Santa_Ono_322.wav, We've contributed more than half a billion dollars to Michigan-based companies supplying goods and services in support of our research projects.
Santa_Ono_323.wav," That's just the beginning. Just a few weeks ago, we announced that we are investing 55 million to launch a"
Santa_Ono_324.wav," a multidisciplinary, quantum research institute, which will expand our work in this burgeoning field, as well as better prepare students for leading"
Santa_Ono_325.wav," roles in the future quantum workforce. We also engage with state, private sector and educational partners in the semiconductor."
Santa_Ono_326.wav," and Dr. Talent Action Team, a new effort to make Michigan a leader in the semiconductor industry. Hand in hand with that effort."
Santa_Ono_327.wav," We have joined a partnership to establish a semiconductor talent and automotive initiative in Michigan, which will focus on the accelerating research"
Santa_Ono_328.wav," in electric and autonomous vehicles, as well as talent acquisition, training and development. Thanks to the State of Michigan, we"
Santa_Ono_329.wav, We will be building a $130 million electric vehicle center which will be focused on technology and workforce development and solidify
Santa_Ono_330.wav, our state and our nation as a leader in the industry. And we will be using a nearly $10 million federal grant.
Santa_Ono_331.wav, to assist in efforts to deploy solar to everything technology. A technology that will enable a new generation of cars.
Santa_Ono_332.wav, to exchange safety-inhousing data with the world around them. I'm especially excited about the possibilities of UM's innovative
Santa_Ono_333.wav, partnership's office. Innovation partnerships was established to serve as the primary gateway for researchers seeking to increase the impact of
Santa_Ono_334.wav," of their work through commercialization. So far, this fiscal year, the office has supported a launch of 21 startup companies."
Santa_Ono_335.wav," and has received more than 550 new invention discoveries from UM faculty, which places us among the top"
Santa_Ono_336.wav, universities in the nation. And last year our startups generated more than three-quarters of a billion dollars in investment activity.
Santa_Ono_337.wav," The office is led by Kelly Sexton, Associate Vice President for Research and Innovation Partnerships who is this month's portrait"
Santa_Ono_338.wav," of a Wolverine. But rather than me talking about her, it's better for her to tell you a bit more about herself."
Santa_Ono_339.wav, What inspires and excites her about the office and what possibilities she sees ahead. Let me leave you with one final thought.
Santa_Ono_340.wav," We've discussed a lot of numbers, but the true value of our R&D goes far beyond that."
Santa_Ono_341.wav, It's about more than creating new knowledge or developing new products important as they are. It's about opening opportunities.
Santa_Ono_342.wav," colleagues and friends across the UM community. Shortly after starting my dream job, President of this exceptional university, I asked us to engage in a strategic vision across the world."
Santa_Ono_343.wav," One that would sharpen our impact and determine where we will go and what we will dare to achieve. More than 25,000 students, faculty, and faculty are in the same field."
Santa_Ono_344.wav," staff, alumni, donors and members of our local community have engaged in the visioning process. I am so grateful to all of you who joined us."
Santa_Ono_345.wav," For together, we have created a new vision that will open new horizons and new opportunities while drawing on our ethos, our tremendous strengths."
Santa_Ono_346.wav," and our exceptional capabilities as a university. Together we will transform the University of Michigan into the defining public university, boldly exemplified."
Santa_Ono_347.wav, by our innovation and service to the public good. And together we will leverage our interdisciplinary and excellence at scale to educate
Santa_Ono_348.wav," learners, advanced society, and make groundbreaking discoveries to impact the greatest challenges facing humanity. Over the next 10 years,"
Santa_Ono_349.wav," We will harness our unparalleled excellence and vast intellectual resources to make dramatic, focused, and demonstrable advancements in the world."
Santa_Ono_350.wav," and service to humanity. We will do so in several impact areas, including life changing education, human health and wellbeing."
Santa_Ono_351.wav," Climate action, sustainability and environmental justice, and democracy, civic and global engagement."
Santa_Ono_352.wav," We advance in these areas and to truly realize our vision as the defining public university, we will make strategic investments in core commitment."
Santa_Ono_353.wav, and key institutional priorities. These are designed to advance our mission and to boldly affirm the critical role of higher education
Santa_Ono_354.wav," in society for generations to come. They include essential areas of growth and engagement, including a purpose to"
Santa_Ono_355.wav," driving education and student experience. Research, discovery, scholarship, and artificial intelligence. Community Health Support"
Santa_Ono_356.wav," prevention and performance, arts and creative expression, diversity, equity and inclusion."
Santa_Ono_357.wav," and staff engagement and experience, and innovation, partnerships, and economic development. In concert we'll come our campus planning"
Santa_Ono_358.wav, through which we will make the vision into a reality for our Ann Arbor campus. All of these efforts and more.
Santa_Ono_359.wav," We'll be guided by our commitment to our core values as a university. Values of respect and diversity, inclusion and effort."
Santa_Ono_360.wav," equity, innovation and integrity. That brings us to this month's portrait of a Wolverine. It's a portrait that involves all of us."
Santa_Ono_361.wav, all of you who have created this vision and all of you who transform it into a reality. For it is now ours to build
Santa_Ono_362.wav," create to aspire and to achieve to serve and to lead. So this month's portrait of a lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely"
Santa_Ono_363.wav," belongs to all of us. To all of those who guided by our ethos and our vision will create a stronger, brighter, bolder, and more powerful."
Santa_Ono_364.wav," University. We've established our vision. Let's make it a reality. Wherever we go, progress follows. So let's look"
Santa_Ono_365.wav," colleagues and friends across the UM community. Shortly after starting my dream job, President of this exceptional university, I asked us to engage in a strategic vision across the world."
Santa_Ono_366.wav," One that would sharpen our impact and determine where we will go and what we will dare to achieve. More than 25,000 students, faculty, and faculty are in the same field."
Santa_Ono_367.wav," staff, alumni, donors and members of our local community have engaged in the visioning process. I am so grateful to all of you who joined us."
Santa_Ono_368.wav," For together, we have created a new vision that will open new horizons and new opportunities while drawing on our ethos, our tremendous strengths."
Santa_Ono_369.wav," and our exceptional capabilities as a university. Together we will transform the University of Michigan into the defining public university, boldly exemplified."
Santa_Ono_370.wav, by our innovation and service to the public good. And together we will leverage our interdisciplinary and excellence at scale to educate
Santa_Ono_371.wav," learners, advanced society, and make groundbreaking discoveries to impact the greatest challenges facing humanity. Over the next 10 years,"
Santa_Ono_372.wav," We will harness our unparalleled excellence and vast intellectual resources to make dramatic, focused, and demonstrable advancements in the world."
Santa_Ono_373.wav," and service to humanity. We will do so in several impact areas, including life changing education, human health and wellbeing."
Santa_Ono_374.wav," Climate action, sustainability and environmental justice, and democracy, civic and global engagement."
Santa_Ono_375.wav," We advance in these areas and to truly realize our vision as the defining public university, we will make strategic investments in core commitment."
Santa_Ono_376.wav, and key institutional priorities. These are designed to advance our mission and to boldly affirm the critical role of higher education
Santa_Ono_377.wav," in society for generations to come. They include essential areas of growth and engagement, including a purpose to"
Santa_Ono_378.wav," driving education and student experience. Research, discovery, scholarship, and artificial intelligence. Community Health Support"
Santa_Ono_379.wav," prevention and performance, arts and creative expression, diversity, equity and inclusion."
Santa_Ono_380.wav," and staff engagement and experience, and innovation, partnerships, and economic development. In concert we'll come our campus planning"
Santa_Ono_381.wav, through which we will make the vision into a reality for our Ann Arbor campus. All of these efforts and more.
Santa_Ono_382.wav," We'll be guided by our commitment to our core values as a university. Values of respect and diversity, inclusion and effort."
Santa_Ono_383.wav," equity, innovation and integrity. That brings us to this month's portrait of a Wolverine. It's a portrait that involves all of us."
Santa_Ono_384.wav, all of you who have created this vision and all of you who transform it into a reality. For it is now ours to build
Santa_Ono_385.wav," create to aspire and to achieve to serve and to lead. So this month's portrait of a lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely"
Santa_Ono_386.wav," belongs to all of us. To all of those who guided by our ethos and our vision will create a stronger, brighter, bolder, and more powerful."
Santa_Ono_387.wav," University. We've established our vision. Let's make it a reality. Wherever we go, progress follows. So let's look"
Santa_Ono_388.wav," colleagues and friends across the UM community. Shortly after starting my dream job, President of this exceptional university, I asked us to engage in a strategic vision across the world."
Santa_Ono_389.wav," One that would sharpen our impact and determine where we will go and what we will dare to achieve. More than 25,000 students, faculty, and faculty are in the same field."
Santa_Ono_390.wav," staff, alumni, donors and members of our local community have engaged in the visioning process. I am so grateful to all of you who joined us."
Santa_Ono_391.wav," For together, we have created a new vision that will open new horizons and new opportunities while drawing on our ethos, our tremendous strengths."
Santa_Ono_392.wav," and our exceptional capabilities as a university. Together we will transform the University of Michigan into the defining public university, boldly exemplified."
Santa_Ono_393.wav, by our innovation and service to the public good. And together we will leverage our interdisciplinary and excellence at scale to educate
Santa_Ono_394.wav," learners, advanced society, and make groundbreaking discoveries to impact the greatest challenges facing humanity. Over the next 10 years,"
Santa_Ono_395.wav," We will harness our unparalleled excellence and vast intellectual resources to make dramatic, focused, and demonstrable advancements in the world."
Santa_Ono_396.wav," and service to humanity. We will do so in several impact areas, including life changing education, human health and wellbeing."
Santa_Ono_397.wav," Climate action, sustainability and environmental justice, and democracy, civic and global engagement."
Santa_Ono_398.wav," We advance in these areas and to truly realize our vision as the defining public university, we will make strategic investments in core commitment."
Santa_Ono_399.wav, and key institutional priorities. These are designed to advance our mission and to boldly affirm the critical role of higher education
Santa_Ono_400.wav," in society for generations to come. They include essential areas of growth and engagement, including a purpose to"
Santa_Ono_401.wav," driving education and student experience. Research, discovery, scholarship, and artificial intelligence. Community Health Support"
Santa_Ono_402.wav," prevention and performance, arts and creative expression, diversity, equity and inclusion."
Santa_Ono_403.wav," and staff engagement and experience, and innovation, partnerships, and economic development. In concert we'll come our campus planning"
Santa_Ono_404.wav, through which we will make the vision into a reality for our Ann Arbor campus. All of these efforts and more.
Santa_Ono_405.wav," We'll be guided by our commitment to our core values as a university. Values of respect and diversity, inclusion and effort."
Santa_Ono_406.wav," equity, innovation and integrity. That brings us to this month's portrait of a Wolverine. It's a portrait that involves all of us."
Santa_Ono_407.wav, all of you who have created this vision and all of you who transform it into a reality. For it is now ours to build
Santa_Ono_408.wav," create to aspire and to achieve to serve and to lead. So this month's portrait of a lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely"
Santa_Ono_409.wav," belongs to all of us. To all of those who guided by our ethos and our vision will create a stronger, brighter, bolder, and more powerful."
Santa_Ono_410.wav," University. We've established our vision. Let's make it a reality. Wherever we go, progress follows. So let's look"
Santa_Ono_411.wav," colleagues and friends across the UM community. Shortly after starting my dream job, President of this exceptional university, I asked us to engage in a strategic vision across the world."
Santa_Ono_412.wav," One that would sharpen our impact and determine where we will go and what we will dare to achieve. More than 25,000 students, faculty, and faculty are in the same field."
Santa_Ono_413.wav," staff, alumni, donors and members of our local community have engaged in the visioning process. I am so grateful to all of you who joined us."
Santa_Ono_414.wav," For together, we have created a new vision that will open new horizons and new opportunities while drawing on our ethos, our tremendous strengths."
Santa_Ono_415.wav," and our exceptional capabilities as a university. Together we will transform the University of Michigan into the defining public university, boldly exemplified."
Santa_Ono_416.wav, by our innovation and service to the public good. And together we will leverage our interdisciplinary and excellence at scale to educate
Santa_Ono_417.wav," learners, advanced society, and make groundbreaking discoveries to impact the greatest challenges facing humanity. Over the next 10 years,"
Santa_Ono_418.wav," We will harness our unparalleled excellence and vast intellectual resources to make dramatic, focused, and demonstrable advancements in the world."
Santa_Ono_419.wav," and service to humanity. We will do so in several impact areas, including life changing education, human health and wellbeing."
Santa_Ono_420.wav," Climate action, sustainability and environmental justice, and democracy, civic and global engagement."
Santa_Ono_421.wav," We advance in these areas and to truly realize our vision as the defining public university, we will make strategic investments in core commitment."
Santa_Ono_422.wav, and key institutional priorities. These are designed to advance our mission and to boldly affirm the critical role of higher education
Santa_Ono_423.wav," in society for generations to come. They include essential areas of growth and engagement, including a purpose to"
Santa_Ono_424.wav," driving education and student experience. Research, discovery, scholarship, and artificial intelligence. Community Health Support"
Santa_Ono_425.wav," prevention and performance, arts and creative expression, diversity, equity and inclusion."
Santa_Ono_426.wav," and staff engagement and experience, and innovation, partnerships, and economic development. In concert we'll come our campus planning"
Santa_Ono_427.wav, through which we will make the vision into a reality for our Ann Arbor campus. All of these efforts and more.
Santa_Ono_428.wav," We'll be guided by our commitment to our core values as a university. Values of respect and diversity, inclusion and effort."
Santa_Ono_429.wav," equity, innovation and integrity. That brings us to this month's portrait of a Wolverine. It's a portrait that involves all of us."
Santa_Ono_430.wav, all of you who have created this vision and all of you who transform it into a reality. For it is now ours to build
Santa_Ono_431.wav," create to aspire and to achieve to serve and to lead. So this month's portrait of a lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely"
Santa_Ono_432.wav," belongs to all of us. To all of those who guided by our ethos and our vision will create a stronger, brighter, bolder, and more powerful."
Santa_Ono_433.wav," University. We've established our vision. Let's make it a reality. Wherever we go, progress follows. So let's look"
Santa_Ono_434.wav," colleagues and friends across the UM community. Shortly after starting my dream job, President of this exceptional university, I asked us to engage in a strategic vision across the world."
Santa_Ono_435.wav," One that would sharpen our impact and determine where we will go and what we will dare to achieve. More than 25,000 students, faculty, and faculty are in the same field."
Santa_Ono_436.wav," staff, alumni, donors and members of our local community have engaged in the visioning process. I am so grateful to all of you who joined us."
Santa_Ono_437.wav," For together, we have created a new vision that will open new horizons and new opportunities while drawing on our ethos, our tremendous strengths."
Santa_Ono_438.wav," and our exceptional capabilities as a university. Together we will transform the University of Michigan into the defining public university, boldly exemplified."
Santa_Ono_439.wav, by our innovation and service to the public good. And together we will leverage our interdisciplinary and excellence at scale to educate
Santa_Ono_440.wav," learners, advanced society, and make groundbreaking discoveries to impact the greatest challenges facing humanity. Over the next 10 years,"
Santa_Ono_441.wav," We will harness our unparalleled excellence and vast intellectual resources to make dramatic, focused, and demonstrable advancements in the world."
Santa_Ono_442.wav," and service to humanity. We will do so in several impact areas, including life changing education, human health and wellbeing."
Santa_Ono_443.wav," Climate action, sustainability and environmental justice, and democracy, civic and global engagement."
Santa_Ono_444.wav," We advance in these areas and to truly realize our vision as the defining public university, we will make strategic investments in core commitment."
Santa_Ono_445.wav, and key institutional priorities. These are designed to advance our mission and to boldly affirm the critical role of higher education
Santa_Ono_446.wav," in society for generations to come. They include essential areas of growth and engagement, including a purpose to"
Santa_Ono_447.wav," driving education and student experience. Research, discovery, scholarship, and artificial intelligence. Community Health Support"
Santa_Ono_448.wav," prevention and performance, arts and creative expression, diversity, equity and inclusion."
Santa_Ono_449.wav," and staff engagement and experience, and innovation, partnerships, and economic development. In concert we'll come our campus planning"
Santa_Ono_450.wav, through which we will make the vision into a reality for our Ann Arbor campus. All of these efforts and more.
Santa_Ono_451.wav," We'll be guided by our commitment to our core values as a university. Values of respect and diversity, inclusion and effort."
Santa_Ono_452.wav," equity, innovation and integrity. That brings us to this month's portrait of a Wolverine. It's a portrait that involves all of us."
Santa_Ono_453.wav, all of you who have created this vision and all of you who transform it into a reality. For it is now ours to build
Santa_Ono_454.wav," create to aspire and to achieve to serve and to lead. So this month's portrait of a lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely"
Santa_Ono_455.wav," belongs to all of us. To all of those who guided by our ethos and our vision will create a stronger, brighter, bolder, and more powerful."
Santa_Ono_456.wav," University. We've established our vision. Let's make it a reality. Wherever we go, progress follows. So let's look"
Santa_Ono_457.wav," colleagues and friends across the UM community. Shortly after starting my dream job, President of this exceptional university, I asked us to engage in a strategic vision across the world."
Santa_Ono_458.wav," One that would sharpen our impact and determine where we will go and what we will dare to achieve. More than 25,000 students, faculty, and faculty are in the same field."
Santa_Ono_459.wav," staff, alumni, donors and members of our local community have engaged in the visioning process. I am so grateful to all of you who joined us."
Santa_Ono_460.wav," For together, we have created a new vision that will open new horizons and new opportunities while drawing on our ethos, our tremendous strengths."
Santa_Ono_461.wav," and our exceptional capabilities as a university. Together we will transform the University of Michigan into the defining public university, boldly exemplified."
Santa_Ono_462.wav, by our innovation and service to the public good. And together we will leverage our interdisciplinary and excellence at scale to educate
Santa_Ono_463.wav," learners, advanced society, and make groundbreaking discoveries to impact the greatest challenges facing humanity. Over the next 10 years,"
Santa_Ono_464.wav," We will harness our unparalleled excellence and vast intellectual resources to make dramatic, focused, and demonstrable advancements in the world."
Santa_Ono_465.wav," and service to humanity. We will do so in several impact areas, including life changing education, human health and wellbeing."
Santa_Ono_466.wav," Climate action, sustainability and environmental justice, and democracy, civic and global engagement."
Santa_Ono_467.wav," We advance in these areas and to truly realize our vision as the defining public university, we will make strategic investments in core commitment."
Santa_Ono_468.wav, and key institutional priorities. These are designed to advance our mission and to boldly affirm the critical role of higher education
Santa_Ono_469.wav," in society for generations to come. They include essential areas of growth and engagement, including a purpose to"
Santa_Ono_470.wav," driving education and student experience. Research, discovery, scholarship, and artificial intelligence. Community Health Support"
Santa_Ono_471.wav," prevention and performance, arts and creative expression, diversity, equity and inclusion."
Santa_Ono_472.wav," and staff engagement and experience, and innovation, partnerships, and economic development. In concert we'll come our campus planning"
Santa_Ono_473.wav, through which we will make the vision into a reality for our Ann Arbor campus. All of these efforts and more.
Santa_Ono_474.wav," We'll be guided by our commitment to our core values as a university. Values of respect and diversity, inclusion and effort."
Santa_Ono_475.wav," equity, innovation and integrity. That brings us to this month's portrait of a Wolverine. It's a portrait that involves all of us."
Santa_Ono_476.wav, all of you who have created this vision and all of you who transform it into a reality. For it is now ours to build
Santa_Ono_477.wav," create to aspire and to achieve to serve and to lead. So this month's portrait of a lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely, lovely"
Santa_Ono_478.wav," belongs to all of us. To all of those who guided by our ethos and our vision will create a stronger, brighter, bolder, and more powerful."
Santa_Ono_479.wav," University. We've established our vision. Let's make it a reality. Wherever we go, progress follows. So let's look"
Santa_Ono_480.wav," colleagues and friends across the UM community. Shortly after starting my dream job, President of this exceptional university, I asked us to engage in a strategic vision across the world."
Santa_Ono_481.wav," One that would sharpen our impact and determine where we will go and what we will dare to achieve. More than 25,000 students, faculty, and faculty are in the same field."
Santa_Ono_482.wav," staff, alumni, donors and members of our local community have engaged in the visioning process. I am so grateful to all of you who joined us."
Santa_Ono_483.wav," For together, we have created a new vision that will open new horizons and new opportunities while drawing on our ethos, our tremendous strengths."
Santa_Ono_484.wav," and our exceptional capabilities as a university. Together we will transform the University of Michigan into the defining public university, boldly exemplified."
Santa_Ono_485.wav, by our innovation and service to the public good. And together we will leverage our interdisciplinary and excellence at scale to educate
Santa_Ono_486.wav," learners, advanced society, and make groundbreaking discoveries to impact the greatest challenges facing humanity. Over the next 10 years,"
Santa_Ono_487.wav," We will harness our unparalleled excellence and vast intellectual resources to make dramatic, focused, and demonstrable advancements in the world."
Santa_Ono_488.wav," and service to humanity. We will do so in several impact areas, including life changing education, human health and wellbeing."
Santa_Ono_489.wav," Climate action, sustainability and environmental justice, and democracy, civic and global engagement."
Santa_Ono_490.wav," We advance in these areas and to truly realize our vision as the defining public university, we will make strategic investments in core commitment."
Santa_Ono_491.wav, and key institutional priorities. These are designed to advance our mission and to boldly affirm the critical role of higher education
Santa_Ono_492.wav," in society for generations to come. They include essential areas of growth and engagement, including a purpose to"
Santa_Ono_493.wav," driving education and student experience. Research, discovery, scholarship, and artificial intelligence. Community Health Support"
Santa_Ono_494.wav," prevention and performance, arts and creative expression, diversity, equity and inclusion."
Santa_Ono_495.wav," and staff engagement and experience, and innovation, partnerships, and economic development. In concert we'll come our campus planning"
Santa_Ono_496.wav, through which we will make the vision into a reality for our Ann Arbor campus. All of these efforts and more.
Santa_Ono_497.wav," We'll be guided by our commitment to our core values as a university. Values of respect and diversity, inclusion and effort."
Santa_Ono_498.wav," equity, innovation and integrity. That brings us to this month's portrait of a Wolverine. It's a portrait that involves all of us."
Santa_Ono_499.wav, all of you who have created this vision and all of you who transform it into a reality. For it is now ours to build
